Date;Open;High;Low;Close;Adj Close;Volume
2019-01-02;5,638125;5,812187;5,594687;5,812187;5,641579;27017600
2019-01-03;5,780937;5,796562;5,605000;5,750000;5,581217;26342400
2019-01-04;5,751562;5,760937;5,573437;5,575000;5,411354;27721600
2019-01-07;5,562500;5,702500;5,539687;5,661562;5,495375;21174400
2019-01-08;5,673437;5,702812;5,593750;5,615937;5,451090;19398400
2019-01-09;5,656250;5,687500;5,554687;5,597187;5,432890;24796800
2019-01-10;5,594062;5,659375;5,556250;5,651562;5,485669;24432000
2019-01-11;5,656250;5,673125;5,547187;5,550000;5,387088;37481600
2019-01-14;5,559687;5,615312;5,500000;5,593750;5,429554;34128000
2019-01-15;5,625000;5,653125;5,486875;5,530312;5,367978;32902400
2019-01-16;5,534375;5,562500;5,411875;5,468750;5,308223;35452800
2019-01-17;5,439062;5,506875;5,398437;5,452500;5,292450;28726400
2019-01-18;5,484375;5,526562;5,421875;5,443750;5,283957;22496000
2019-01-21;5,437187;5,444375;5,218750;5,218750;5,065561;40012800
2019-01-22;5,098437;5,217187;5,020312;5,064062;4,915414;65046400
2019-01-23;5,124687;5,317500;5,087812;5,300000;5,144426;38249600
2019-01-24;5,328750;5,353125;5,160937;5,233750;5,080121;36246400
2019-01-28;5,187187;5,265625;5,125312;5,230625;5,077088;25052800
2019-01-29;5,253125;5,615625;5,250312;5,565625;5,402255;51174400
2019-01-30;5,625000;5,687500;5,410312;5,504687;5,343105;43971200
2019-01-31;5,546875;5,655625;5,427500;5,595937;5,431677;30585600
2019-02-01;5,593750;5,640000;5,503750;5,587500;5,423487;20665600
2019-02-04;5,546875;5,567187;5,453437;5,533437;5,371011;17363200
2019-02-05;5,527812;5,542500;5,462500;5,484375;5,323390;14454400
2019-02-06;5,452500;5,453125;5,265625;5,303125;5,147460;25846400
2019-02-07;5,331562;5,481250;5,212500;5,212500;5,059494;37664000
2019-02-08;5,250000;5,312500;5,142500;5,312500;5,156559;22025600
2019-02-11;5,311250;5,311875;5,140937;5,166562;5,014905;21715200
2019-02-12;5,219062;5,255937;5,103125;5,150000;4,998830;32627200
2019-02-13;5,174062;5,187500;4,944062;5,040625;4,892664;38464000
2019-02-14;5,078125;5,343437;5,000625;5,334062;5,177489;33744000
2019-02-15;5,296875;5,312187;5,124062;5,124062;4,973652;31440000
2019-02-18;5,121250;5,266875;5,078125;5,266875;5,112274;14982400
2019-02-19;5,250000;5,374375;5,237812;5,301875;5,146246;30272000
2019-02-20;5,371250;5,371250;5,070312;5,078125;4,929065;48358400
2019-02-21;5,129062;5,140625;4,986562;5,034375;4,886599;40636800
2019-02-22;5,312812;5,661250;5,185312;5,559375;5,396187;122038400
2019-02-25;5,586250;5,621875;5,428125;5,428125;5,268791;41360000
2019-02-26;5,406562;5,620937;5,350000;5,578125;5,414387;33779200
2019-02-27;5,578125;5,611875;5,462812;5,500000;5,338556;25504000
2019-02-28;5,496875;5,530625;5,314687;5,420625;5,261511;32044800
2019-03-01;5,465312;5,593750;5,412812;5,475625;5,314896;28412800
2019-03-06;5,473437;5,479687;5,348125;5,362812;5,205395;15523200
2019-03-07;5,359062;5,562187;5,328125;5,535937;5,373438;39683200
2019-03-08;5,496875;5,730625;5,431250;5,650625;5,484759;54208000
2019-03-11;5,648437;5,745000;5,570312;5,705312;5,537841;39078400
2019-03-12;5,656250;5,672187;5,560625;5,589062;5,425004;22624000
2019-03-13;5,570312;5,611562;5,487500;5,540000;5,377381;22969600
2019-03-14;5,529687;5,580312;5,486562;5,515625;5,353722;13638400
2019-03-15;5,562500;5,578125;5,484687;5,537187;5,374651;25369600
2019-03-18;5,531250;5,670625;5,504687;5,638125;5,472626;43244800
2019-03-19;5,617187;5,712187;5,603437;5,646875;5,481119;21654400
2019-03-20;5,647187;5,696875;5,598750;5,675937;5,509328;23216000
2019-03-21;5,642187;5,695312;5,593750;5,695312;5,528135;31497600
2019-03-22;5,621875;5,684062;5,397500;5,415625;5,256658;44316800
2019-03-25;5,429687;5,512500;5,330312;5,409687;5,250894;33091200
2019-03-26;5,465625;5,518437;5,430625;5,518437;5,356452;24489600
2019-03-27;5,468750;5,468750;5,198750;5,250000;5,095894;51513600
2019-03-28;5,281562;5,388750;5,161562;5,337187;5,180521;44809600
2019-03-29;5,381250;5,435937;5,343750;5,401562;5,243007;22960000
2019-04-01;5,436562;5,460625;5,352812;5,352812;5,195687;16227200
2019-04-02;5,389687;5,389687;5,171875;5,192187;5,039778;35606400
2019-04-03;5,248437;5,398750;5,212812;5,283437;5,128349;40563200
2019-04-04;5,312500;5,354687;5,235312;5,281250;5,126227;22780800
2019-04-05;5,285000;5,335000;5,236250;5,312187;5,156256;23593600
2019-04-08;5,303125;5,318750;5,159687;5,210625;5,057674;77120000
2019-04-09;5,192187;5,261250;5,109375;5,197187;5,044631;33910400
2019-04-10;5,218750;5,271875;5,172500;5,271875;5,117127;20364800
2019-04-11;5,262500;5,262500;5,125000;5,187500;5,035228;20828800
2019-04-12;5,127500;5,270625;5,071875;5,150937;4,999739;26668800
2019-04-15;5,187500;5,215000;5,075000;5,109375;4,959397;41980800
2019-04-16;5,100000;5,179062;5,050000;5,084375;4,946332;23929600
2019-04-17;5,111250;5,148125;4,953750;4,994375;4,858776;39385600
2019-04-18;5,024375;5,352187;5,010937;5,337500;5,192585;44016000
2019-04-22;5,309687;5,316875;5,190937;5,225000;5,083139;13920000
2019-04-23;5,250312;5,357500;5,250000;5,343750;5,198665;16678400
2019-04-24;5,333437;5,405625;5,265625;5,389375;5,243051;26000000
2019-04-25;5,344375;5,468750;5,314375;5,468750;5,320271;24780800
2019-04-26;5,500000;5,623437;5,479375;5,592187;5,440356;37011200
2019-04-29;5,593750;5,625000;5,540000;5,578437;5,426980;16448000
2019-04-30;5,737500;5,976875;5,718750;5,976875;5,814600;68633600
2019-05-02;5,899062;6,017187;5,871875;5,960625;5,798791;43356800
2019-05-03;5,968750;6,218750;5,968750;6,132812;5,966303;38476800
2019-05-06;6,093750;6,280000;6,063437;6,256562;6,086694;49232000
2019-05-07;6,296875;6,322187;5,977500;6,004687;5,841657;54857600
2019-05-08;6,003125;6,109375;6,003125;6,046875;5,882699;29065600
2019-05-09;6,026875;6,026875;5,809375;5,809375;5,651648;34588800
2019-05-10;5,844687;5,897500;5,658125;5,828125;5,669889;28297600
2019-05-13;5,765625;5,789062;5,625000;5,625625;5,472887;29926400
2019-05-14;5,719062;5,781250;5,562500;5,570312;5,419076;32684800
2019-05-15;5,507500;5,507500;5,365625;5,406250;5,259468;47628800
2019-05-16;5,381250;5,400625;5,211562;5,218750;5,077058;56912000
2019-05-17;5,158437;5,400625;5,158437;5,275625;5,132390;33945600
2019-05-20;5,311875;5,475000;5,287812;5,406250;5,259468;32944000
2019-05-21;5,496250;5,677812;5,487812;5,606562;5,454341;37299200
2019-05-22;5,656250;5,755937;5,562500;5,632812;5,479878;35641600
2019-05-23;5,553125;5,696562;5,472500;5,639062;5,485959;33337600
2019-05-24;5,702812;5,735000;5,500000;5,526562;5,376514;25910400
2019-05-27;5,656250;5,687500;5,562500;5,562500;5,411476;15702400
2019-05-28;5,634375;5,906250;5,629062;5,906250;5,745892;66128000
2019-05-29;5,946875;6,106250;5,847187;5,914687;5,754100;45321600
2019-05-30;5,937500;6,075000;5,925625;6,027812;5,864154;28982400
2019-05-31;6,000000;6,125000;5,989062;6,125000;5,958704;27113600
2019-06-03;6,156250;6,212500;6,047187;6,085625;5,920397;26694400
2019-06-04;6,187500;6,218437;6,000000;6,078750;5,913710;26220800
2019-06-05;6,125000;6,162500;5,875937;5,974687;5,812472;40675200
2019-06-06;6,062500;6,062500;5,878125;5,937812;5,776597;22060800
2019-06-07;5,961562;6,201562;5,954062;6,201562;6,033187;31520000
2019-06-10;6,204062;6,387500;6,140625;6,328125;6,156314;37593600
2019-06-11;6,375000;6,546875;6,364062;6,474687;6,298896;36195200
2019-06-12;6,437500;6,441875;6,281250;6,347500;6,175162;42611200
2019-06-13;6,437500;6,569687;6,421562;6,550312;6,372468;41241600
2019-06-14;6,530937;6,718750;6,418750;6,611562;6,432055;47436800
2019-06-17;6,628125;6,749687;6,463125;6,484375;6,308321;44108800
2019-06-18;6,581250;6,643437;6,469687;6,503125;6,326562;35424000
2019-06-19;6,468750;6,593750;6,409062;6,562500;6,384326;83241600
2019-06-21;6,593750;6,686875;6,589687;6,645312;6,464888;39737600
2019-06-24;6,630000;6,684375;6,519375;6,561875;6,383717;27094400
2019-06-25;6,531250;6,593437;6,453125;6,453437;6,278223;33401600
2019-06-26;6,500000;6,564375;6,468750;6,514062;6,337202;22841600
2019-06-27;6,509062;6,546562;6,420937;6,520312;6,343283;23817600
2019-06-28;6,543750;6,597500;6,480937;6,597500;6,418375;32460800
2019-07-01;6,625000;6,675000;6,536562;6,568750;6,390405;22857600
2019-07-02;6,585937;6,640625;6,531250;6,639375;6,459113;22755200
2019-07-03;6,619687;6,902187;6,601250;6,901562;6,714182;43267200
2019-07-04;6,956875;7,000000;6,909375;6,909375;6,721782;36316800
2019-07-05;6,937500;7,130312;6,889375;7,065000;6,873182;31500800
2019-07-08;7,065312;7,225000;7,037500;7,168750;6,974115;30169600
2019-07-10;7,226562;7,371562;7,226562;7,296875;7,098762;35814400
2019-07-11;7,368750;7,368750;7,160937;7,211562;7,015765;34518400
2019-07-12;7,343750;7,511250;7,250000;7,251562;7,054679;61776000
2019-07-15;7,343750;7,355937;7,188437;7,207812;7,012116;29961600
2019-07-16;7,245312;7,318437;7,232812;7,312500;7,113962;22313600
2019-07-17;7,409375;7,841875;7,409375;7,637187;7,429834;83689600
2019-07-18;7,734687;7,826562;7,659687;7,718750;7,509182;39859200
2019-07-19;7,781250;7,793750;7,439062;7,439062;7,237089;48448000
2019-07-22;7,531250;7,733437;7,468750;7,729687;7,519824;47913600
2019-07-23;7,781875;7,799375;7,542187;7,562500;7,357175;36387200
2019-07-24;7,593750;7,784375;7,593750;7,681562;7,473004;27779200
2019-07-25;7,740625;7,758125;7,566562;7,640000;7,432570;35929600
2019-07-26;7,694375;7,931250;7,653125;7,875000;7,661191;37884800
2019-07-29;7,875000;8,263750;7,832812;8,243750;8,019929;46249600
2019-07-30;8,243750;8,482500;8,219375;8,267187;8,042729;56502400
2019-07-31;8,371875;8,437500;8,135625;8,241250;8,017494;50419200
2019-08-01;8,421875;8,726250;8,384375;8,640625;8,406029;79395200
2019-08-02;8,768750;8,899687;8,671875;8,860937;8,620358;45667200
2019-08-05;8,812500;8,812500;8,603437;8,625000;8,390828;59516800
2019-08-06;8,897500;9,265000;8,882500;9,150000;8,901573;69824400
2019-08-07;9,225000;9,225000;8,810000;9,077500;8,831042;46431600
2019-08-08;9,175000;9,335000;9,137500;9,285000;9,032908;39026400
2019-08-09;9,287500;9,665000;9,285000;9,445000;9,188563;48288400
2019-08-12;9,442500;9,442500;8,992500;9,105000;8,857795;38738800
2019-08-13;9,400000;9,575000;9,355000;9,462500;9,205588;64444400
2019-08-14;9,342500;9,562500;9,145000;9,237500;8,986698;52995600
2019-08-15;9,375000;9,507500;9,027500;9,077500;8,831042;40306800
2019-08-16;9,397500;9,462500;9,100000;9,390000;9,135057;35834400
2019-08-19;9,517500;9,550000;9,325000;9,457500;9,200726;23158000
2019-08-20;9,412500;9,420000;9,052500;9,132500;8,884548;41342400
2019-08-21;9,192500;9,305000;9,135000;9,135000;8,886981;25524400
2019-08-22;9,175000;9,225000;8,570000;8,607500;8,373804;52826400
2019-08-23;8,412500;8,745000;8,245000;8,445000;8,215714;66399200
2019-08-26;8,712500;8,750000;8,312500;8,425000;8,196259;38613600
2019-08-27;8,565000;8,732500;8,455000;8,552500;8,320294;52060400
2019-08-28;8,502500;8,745000;8,375000;8,727500;8,490545;44195600
2019-08-29;8,897500;9,315000;8,837500;9,315000;9,062093;55866000
2019-08-30;9,400000;9,482500;8,977500;9,072500;8,826178;44445600
2019-09-02;9,125000;9,235000;9,020000;9,152500;8,904007;27328800
2019-09-03;9,070000;9,345000;8,945000;8,970000;8,726461;29592000
2019-09-04;9,165000;9,300000;9,087500;9,300000;9,047503;31424800
2019-09-05;9,375000;9,447500;9,162500;9,175000;8,925894;28631600
2019-09-06;9,245000;9,265000;8,962500;9,000000;8,755645;31526400
2019-09-09;9,022500;9,040000;8,377500;8,550000;8,317863;57427200
2019-09-10;8,250000;8,327500;7,907500;8,125000;7,904402;96050400
2019-09-11;8,425000;8,662500;8,287500;8,650000;8,415149;65658000
2019-09-12;8,750000;8,847500;8,470000;8,750000;8,512433;50517200
2019-09-13;8,805000;8,817500;8,512500;8,525000;8,293542;31115200
2019-09-16;8,450000;8,717500;8,192500;8,717500;8,480815;42700800
2019-09-17;8,535000;8,795000;8,457500;8,712500;8,475951;41455600
2019-09-18;8,625000;8,800000;8,612500;8,765000;8,527027;25575200
2019-09-19;8,850000;9,087500;8,850000;8,952500;8,709436;46304000
2019-09-20;8,985000;9,140000;8,862500;9,140000;8,891845;42718400
2019-09-23;9,145000;9,145000;8,935000;8,997500;8,753214;24673600
2019-09-24;9,025000;9,250000;8,992500;9,192500;8,942920;37714800
2019-09-25;9,137500;9,217500;8,937500;9,180000;8,930758;22660800
2019-09-26;9,202500;9,317500;9,127500;9,142500;8,894277;27740400
2019-09-27;9,140000;9,210000;9,037500;9,200000;8,950214;16346400
2019-09-30;9,187500;9,305000;9,135000;9,260000;9,008588;20688400
2019-10-01;9,287500;9,362500;9,177500;9,362500;9,108305;25854800
2019-10-02;9,287500;9,322500;9,067500;9,125000;8,877253;35486800
2019-10-03;9,140000;9,325000;9,012500;9,325000;9,071821;23190000
2019-10-04;9,350000;9,730000;9,325000;9,695000;9,431776;59760000
2019-10-07;9,650000;9,937500;9,540000;9,600000;9,339356;39637200
2019-10-08;9,660000;9,742500;9,465000;9,500000;9,259819;42653200
2019-10-09;9,575000;9,920000;9,570000;9,912500;9,661892;35893600
2019-10-10;9,925000;9,995000;9,700000;9,735000;9,488878;30410400
2019-10-11;9,870000;10,187500;9,840000;10,125000;9,869020;43940800
2019-10-14;10,000000;10,542500;9,975000;10,542500;10,275963;44124800
2019-10-15;10,550000;10,700000;10,307500;10,450000;10,185802;38353200
2019-10-16;10,402500;10,720000;10,242500;10,690000;10,419733;41211200
2019-10-17;10,675000;11,087500;10,650000;10,792500;10,519643;53416000
2019-10-18;10,860000;10,987500;10,587500;10,750000;10,478217;28584400
2019-10-21;10,837500;10,887500;10,605000;10,775000;10,502585;24721600
2019-10-22;10,797500;10,995000;10,792500;10,930000;10,653667;23985600
2019-10-23;10,897500;10,997500;10,730000;10,872500;10,597620;32365600
2019-10-24;10,872500;10,987500;10,790000;10,812500;10,539137;23944400
2019-10-25;10,845000;10,875000;10,500000;10,500000;10,234539;32608400
2019-10-28;10,550000;10,795000;10,512500;10,667500;10,397802;42348000
2019-10-29;10,795000;10,847500;10,157500;10,287500;10,027411;49930800
2019-10-30;10,715000;11,110000;10,562500;11,005000;10,726769;128373200
2019-10-31;10,837500;11,160000;10,642500;11,160000;10,877851;95930400
2019-11-01;11,237500;11,825000;11,227500;11,797500;11,499234;92438400
2019-11-04;12,035000;12,197500;11,192500;11,242500;10,958266;125373600
2019-11-05;11,330000;11,570000;10,880000;11,010000;10,731645;72748800
2019-11-06;11,125000;11,325000;10,872500;11,300000;11,014312;47176000
2019-11-07;11,402500;11,475000;11,040000;11,050000;10,770633;39114800
2019-11-08;10,877500;11,197500;10,737500;10,952500;10,675598;42558800
2019-11-11;10,875000;11,370000;10,810000;11,255000;10,970451;44655600
2019-11-12;11,300000;11,365000;10,767500;10,850000;10,575689;65437200
2019-11-13;10,715000;10,720000;10,425000;10,625000;10,356378;91291200
2019-11-14;10,675000;11,115000;10,642500;11,062500;10,782818;72272400
2019-11-18;11,250000;11,297500;10,942500;11,245000;10,960704;110621200
2019-11-19;11,245000;11,312500;10,882500;11,130000;10,848610;59731600
2019-11-21;11,222500;11,272500;11,062500;11,250000;10,965576;42849600
2019-11-22;11,175000;11,422500;11,140000;11,372500;11,084981;47984000
2019-11-25;11,375000;11,377500;11,075000;11,075000;10,795001;36308000
2019-11-26;11,050000;11,072500;10,627500;10,760000;10,487964;71944400
2019-11-27;10,862500;11,400000;10,800000;11,400000;11,111783;65134000
2019-11-28;11,332500;11,512500;11,207500;11,400000;11,111783;48190000
2019-11-29;11,450000;11,477500;11,257500;11,257500;10,972886;45510400
2019-12-02;11,362500;11,412500;11,130000;11,230000;10,946081;39413200
2019-12-03;11,297500;11,302500;11,000000;11,147500;10,865669;34445600
2019-12-04;11,175000;11,437500;11,000000;11,017500;10,738955;58363600
2019-12-05;11,070000;11,297500;11,017500;11,222500;10,938771;39038400
2019-12-06;11,255000;11,397500;11,200000;11,350000;11,063050;30212800
2019-12-09;11,350000;11,625000;11,330000;11,462500;11,172703;51046000
2019-12-10;11,485000;11,650000;11,325000;11,650000;11,355463;33751600
2019-12-11;11,720000;11,975000;11,662500;11,895000;11,594270;45071600
2019-12-12;11,990000;12,092500;11,882500;11,957500;11,655189;36261600
2019-12-13;12,075000;12,415000;12,000000;12,267500;11,957350;54632800
2019-12-16;12,372500;12,470000;12,165000;12,325000;12,013398;42746000
2019-12-17;12,347500;12,347500;11,807500;11,970000;11,667374;48477200
2019-12-18;12,037500;12,250000;11,915000;12,132500;11,825764;41210000
2019-12-19;12,132500;12,182500;11,975000;12,155000;11,847696;30079600
2019-12-20;12,155000;12,257500;11,990000;12,147500;11,840387;36742800
2019-12-23;12,150000;12,312500;12,100000;12,185000;11,876938;26009200
2019-12-26;12,200000;12,275000;12,157500;12,272500;11,962226;19397200
2019-12-27;12,287500;12,352500;12,037500;12,182500;11,874501;23699600
2019-12-30;12,200000;12,247500;11,877500;11,925000;11,623511;32350400
2020-01-02;12,075000;12,332500;11,927500;12,332500;12,029735;29600800
2020-01-03;12,125000;12,332500;12,075000;12,222500;11,922435;26737600
2020-01-06;12,100000;12,327500;11,950000;12,232500;11,932190;27359200
2020-01-07;12,235000;12,300000;12,125000;12,197500;11,898048;26818800
2020-01-08;12,155000;12,587500;12,125000;12,572500;12,263843;40007200
2020-01-09;12,625000;13,057500;12,605000;13,020000;12,700356;44120000
2020-01-10;13,022500;13,262500;12,762500;12,950000;12,632074;37484400
2020-01-13;13,050000;13,557500;13,037500;13,557500;13,224661;34307200
2020-01-14;13,500000;13,762500;13,400000;13,500000;13,168572;33180800
2020-01-15;13,420000;13,590000;13,300000;13,415000;13,085658;36965600
2020-01-16;13,550000;13,680000;13,075000;13,365000;13,036887;33515200
2020-01-17;13,450000;13,607500;13,275000;13,587500;13,253923;24184000
2020-01-20;13,530000;14,000000;13,512500;14,000000;13,656297;29623600
2020-01-21;13,930000;14,185000;13,902500;13,977500;13,634349;32257200
2020-01-22;14,127500;14,275000;13,707500;13,922500;13,580700;36062400
2020-01-23;13,920000;14,180000;13,732500;14,145000;13,797739;32739600
2020-01-24;14,192500;14,262500;14,000000;14,037500;13,692876;30074800
2020-01-27;13,762500;13,825000;13,437500;13,450000;13,119799;30095200
2020-01-28;13,502500;14,247500;13,502500;14,247500;13,897720;41425600
2020-01-29;14,377500;14,522500;14,162500;14,322500;13,970881;39798000
2020-01-30;14,092500;14,175000;13,755000;14,125000;13,778227;44303600
2020-01-31;13,910000;14,287500;13,800000;13,950000;13,607524;38781200
2020-02-03;14,120000;14,237500;13,915000;14,132500;13,785544;24566000
2020-02-04;14,400000;14,667500;14,282500;14,415000;14,061110;32872800
2020-02-05;14,625000;14,710000;14,257500;14,325000;13,973318;34484400
2020-02-06;14,500000;14,537500;13,950000;13,957500;13,614841;41164000
2020-02-07;13,925000;13,982500;13,375000;13,557500;13,224661;39083200
2020-02-10;13,500000;13,882500;12,885000;13,095000;12,773516;51324800
2020-02-11;13,300000;13,700000;12,932500;13,567500;13,234415;37954800
2020-02-12;13,632500;14,137500;13,562500;13,985000;13,641665;42104000
2020-02-13;13,730000;14,325000;13,525000;14,262500;13,912353;54978400
2020-02-14;14,400000;14,490000;14,000000;14,082500;13,736772;36680000
2020-02-17;14,500000;14,980000;14,287500;14,712500;14,351304;73775200
2020-02-18;14,562500;14,775000;14,375000;14,555000;14,197673;38234000
2020-02-19;14,587500;14,725000;14,402500;14,465000;14,109880;36514000
2020-02-20;14,482500;14,532500;13,957500;14,135000;13,787984;44558000
2020-02-21;13,912500;14,455000;13,850000;14,112500;13,766035;38342000
2020-02-26;13,265000;13,512500;12,940000;13,220000;12,895447;53716400
2020-02-27;13,000000;13,350000;12,505000;12,562500;12,254089;58818800
2020-02-28;12,250000;12,630000;11,805000;12,630000;12,319931;78799200
2020-03-02;12,675000;13,360000;12,455000;13,137500;12,814972;64611600
2020-03-03;13,170000;13,700000;12,917500;13,212500;12,888129;58392000
2020-03-04;13,600000;13,615000;12,967500;13,112500;12,790586;45342400
2020-03-05;13,000000;13,000000;11,650000;11,947500;11,654186;84786000
2020-03-06;11,032500;11,602500;10,762500;11,332500;11,054286;113371200
2020-03-09;9,755000;10,590000;9,695000;10,090000;9,842289;97178400
2020-03-10;11,250000;11,752500;10,570000;11,747500;11,459097;82114000
2020-03-11;11,250000;11,692500;9,975000;10,770000;10,505594;80331600
2020-03-12;9,000000;9,707500;7,642500;8,500000;8,291323;70036800
2020-03-13;10,625000;10,690000;8,552500;10,500000;10,242224;120562800
2020-03-16;8,750000;9,977500;8,517500;8,517500;8,308393;92384800
2020-03-17;9,030000;9,420000;8,212500;8,892500;8,674187;108219600
2020-03-18;8,005000;8,405000;6,617500;7,202500;7,025677;121748400
2020-03-19;6,875000;7,842500;6,250000;7,637500;7,449998;112723200
2020-03-20;8,200000;9,017500;7,662500;7,662500;7,474384;113467200
2020-03-23;8,125000;8,232500;7,390000;7,552500;7,367085;85826000
2020-03-24;8,430000;9,447500;8,430000;9,170000;8,944876;82749200
2020-03-25;9,225000;10,837500;9,180000;10,000000;9,754498;125173600
2020-03-26;10,160000;11,100000;10,065000;10,280000;10,027623;91541200
2020-03-27;9,672500;10,185000;9,412500;9,750000;9,510635;68294000
2020-03-30;10,250000;10,505000;9,950000;10,400000;10,144677;75768800
2020-03-31;10,620000;10,800000;9,702500;9,747500;9,508198;97161600
2020-04-01;9,350000;9,782500;9,017500;9,370000;9,139965;73661200
2020-04-02;9,555000;9,675000;8,777500;8,972500;8,752222;82290000
2020-04-03;8,835000;8,912500;8,332500;8,885000;8,666871;65810400
2020-04-06;9,600000;9,845000;9,305000;9,550000;9,315546;65006000
2020-04-07;10,360000;10,650000;10,022500;10,022500;9,776446;78595200
2020-04-08;10,067500;10,550000;9,860000;10,490000;10,232468;63285200
2020-04-09;10,705000;10,925000;10,315000;10,412500;10,156872;51879600
2020-04-13;10,272500;10,525000;10,167500;10,477500;10,220276;33824400
2020-04-14;10,725000;10,850000;10,585000;10,725000;10,644061;45244400
